LC_Input,FSR
2022.4,1389.0
1969.3,1385.0
1995.85,1390.0
1995.85,1388.0
1995.85,1387.0
2022.4,1389.0
1995.85,1390.0
1995.85,1390.0
1995.85,1390.0
1995.85,1389.0
1969.3,1390.0
1995.85,1385.0
1995.85,1388.0
1995.85,1386.0
1942.77,1390.0
1969.3,1388.0
1969.3,1386.0
1995.85,1392.0
1969.3,1392.0
1995.85,1390.0
1995.85,1390.0
1995.85,1393.0
2022.4,1388.0
1995.85,1386.0
1969.3,1390.0
1995.85,1386.0
1995.85,1384.0
1995.85,1392.0
2022.4,1389.0
1969.3,1387.0
1995.85,1385.0
1995.85,1386.0
1995.85,1385.0
1995.85,1388.0
2022.4,1391.0
1995.85,1386.0
1942.77,1385.0
2022.4,1388.0
1995.85,1387.0
1995.85,1384.0
1969.3,1384.0
1995.85,1388.0
1942.77,1388.0
1969.3,1387.0
1969.3,1387.0
1969.3,1388.0
1969.3,1389.0
1969.3,1389.0
1969.3,1390.0
1942.77,1392.0
1969.3,1389.0
1969.3,1387.0
1969.3,1385.0
1995.85,1387.0
1995.85,1390.0
1969.3,1390.0
1942.77,1385.0
1969.3,1389.0
1969.3,1390.0
1995.85,1390.0
1969.3,1388.0
1995.85,1390.0
2022.4,1388.0
1969.3,1385.0
1942.77,1385.0
1969.3,1392.0
1969.3,1388.0
1969.3,1389.0
1969.3,1392.0
1969.3,1386.0
1969.3,1384.0
1969.3,1387.0
1916.25,1386.0
1969.3,1389.0
1969.3,1388.0
1995.85,1385.0
1942.77,1387.0
1969.3,1390.0
1969.3,1386.0
1969.3,1387.0
1942.77,1386.0
1969.3,1385.0
1942.77,1388.0
2022.4,1386.0
1969.3,1386.0
2022.4,1389.0
1969.3,1389.0
1969.3,1388.0
1969.3,1387.0
1969.3,1385.0
1969.3,1384.0
1969.3,1386.0
1942.77,1387.0
1942.77,1389.0
1969.3,1386.0
1969.3,1388.0
1942.77,1386.0
1969.3,1386.0
1942.77,1382.0
1942.77,1387.0
1969.3,1389.0
1969.3,1383.0
1916.25,1386.0
1942.77,1384.0
1942.77,1387.0
2022.4,1387.0
1942.77,1390.0
1995.85,1382.0
1969.3,1387.0
1969.3,1387.0
1942.77,1386.0
1969.3,1382.0
1969.3,1387.0
1969.3,1386.0
1969.3,1392.0
1942.77,1385.0
1942.77,1386.0
1942.77,1385.0
1969.3,1388.0
1942.77,1389.0
1942.77,1385.0
1916.25,1386.0
1942.77,1386.0
1969.3,1384.0
1942.77,1384.0
1942.77,1388.0
1969.3,1390.0
1969.3,1392.0
1969.3,1392.0
1916.25,1389.0
1942.77,1392.0
1969.3,1392.0
1969.3,1393.0
1969.3,1390.0
1916.25,1393.0
1969.3,1391.0
1942.77,1389.0
1942.77,1392.0
1969.3,1390.0
1942.77,1391.0
1916.25,1390.0
1942.77,1388.0
1969.3,1390.0
1942.77,1390.0
1942.77,1389.0
1942.77,1392.0
1942.77,1390.0
1889.75,1393.0
1942.77,1391.0
1942.77,1390.0
1995.85,1388.0
2022.4,1390.0
1969.3,1388.0
1995.85,1387.0
2048.97,1388.0
1995.85,1392.0
1995.85,1390.0
1995.85,1394.0
1995.85,1392.0
1995.85,1389.0
1995.85,1388.0
1995.85,1387.0
2022.4,1389.0
1969.3,1390.0
1969.3,1390.0
1995.85,1393.0
1995.85,1390.0
1969.3,1392.0
1995.85,1391.0
1995.85,1390.0
1995.85,1389.0
2022.4,1391.0
1995.85,1390.0
1969.3,1390.0
1969.3,1389.0
1969.3,1387.0
1969.3,1390.0
1969.3,1388.0
1969.3,1393.0
1995.85,1386.0
1995.85,1392.0
1995.85,1386.0
1969.3,1390.0
1995.85,1389.0
1995.85,1388.0
1995.85,1391.0
1969.3,1389.0
1969.3,1389.0
1969.3,1389.0
1942.77,1393.0
1995.85,1392.0
1969.3,1392.0
1995.85,1392.0
1969.3,1390.0
1995.85,1393.0
1969.3,1392.0
1969.3,1392.0
1969.3,1388.0
1969.3,1389.0
1995.85,1391.0
1969.3,1390.0
1969.3,1386.0
1916.25,1389.0
1969.3,1392.0
1995.85,1387.0
1969.3,1389.0
1969.3,1392.0
1969.3,1389.0
1969.3,1387.0
1969.3,1389.0
1995.85,1389.0
1969.3,1388.0
1969.3,1390.0
1969.3,1392.0
1969.3,1388.0
1995.85,1392.0
1969.3,1392.0
1969.3,1392.0
1969.3,1390.0
1969.3,1390.0
1969.3,1391.0
1969.3,1392.0
1969.3,1392.0
1969.3,1389.0
1969.3,1386.0
1942.77,1392.0
1969.3,1389.0
1969.3,1386.0
1916.25,1392.0
1969.3,1388.0
1995.85,1388.0
1995.85,1390.0
1969.3,1385.0
1969.3,1388.0
1969.3,1389.0
1995.85,1392.0
1942.77,1390.0
1969.3,1386.0
1995.85,1392.0
1995.85,1391.0
1995.85,1390.0
1995.85,1386.0
1969.3,1390.0
1969.3,1391.0
1969.3,1390.0
1942.77,1389.0
1995.85,1390.0
1969.3,1388.0
2022.4,1392.0
2022.4,1391.0
1969.3,1388.0
1969.3,1390.0
1969.3,1392.0
1995.85,1392.0
2022.4,1388.0
1942.77,1389.0
1942.77,1389.0
1969.3,1390.0
1969.3,1392.0
1969.3,1386.0
1916.25,1390.0
1969.3,1390.0
1995.85,1386.0
1969.3,1388.0
1942.77,1392.0
1995.85,1391.0
1969.3,1390.0
1969.3,1390.0
1969.3,1390.0
1942.77,1390.0
1969.3,1392.0
1942.77,1390.0
1969.3,1390.0
1916.25,1394.0
1942.77,1393.0
1995.85,1392.0
1969.3,1391.0
1995.85,1391.0
1916.25,1392.0
1942.77,1391.0
1969.3,1391.0
2022.4,1392.0
1969.3,1392.0
1969.3,1392.0
1969.3,1390.0
1995.85,1394.0
1995.85,1390.0
1969.3,1392.0
1995.85,1390.0
1995.85,1393.0
1969.3,1392.0
1969.3,1390.0
1969.3,1392.0
1969.3,1390.0
1942.77,1393.0
1969.3,1392.0
1995.85,1393.0
1995.85,1392.0
1995.85,1392.0
1969.3,1390.0
2022.4,1394.0
1942.77,1391.0
1969.3,1390.0
1969.3,1392.0
1995.85,1391.0
1969.3,1390.0
1995.85,1392.0
1969.3,1395.0
2022.4,1392.0
1995.85,1393.0
1995.85,1392.0
1969.3,1392.0
1942.77,1397.0
1995.85,1392.0
1969.3,1391.0
1969.3,1391.0
1969.3,1392.0
1969.3,1392.0
1995.85,1387.0
1969.3,1390.0
1969.3,1389.0
1969.3,1389.0
1969.3,1388.0
1969.3,1390.0
1995.85,1390.0
1969.3,1392.0
1969.3,1388.0
2022.4,1390.0
1995.85,1389.0
1969.3,1391.0
1942.77,1390.0
1969.3,1392.0
1969.3,1388.0
1995.85,1388.0
1969.3,1389.0
1969.3,1390.0
1969.3,1389.0
1969.3,1390.0
1969.3,1394.0
2022.4,1394.0
1969.3,1393.0
1969.3,1392.0
1969.3,1390.0
1995.85,1392.0
1969.3,1390.0
1969.3,1388.0
1969.3,1392.0
1916.25,1393.0
1969.3,1391.0
1969.3,1388.0
1969.3,1392.0
1995.85,1391.0
1942.77,1391.0
1969.3,1393.0
1995.85,1392.0
1969.3,1389.0
1942.77,1392.0
1942.77,1391.0
1969.3,1388.0
1995.85,1392.0
1969.3,1390.0
1969.3,1388.0
1942.77,1390.0
1995.85,1390.0
1969.3,1390.0
1969.3,1392.0
1995.85,1390.0
1942.77,1393.0
1942.77,1390.0
1942.77,1392.0
1942.77,1390.0
1942.77,1385.0
1942.77,1390.0
1969.3,1387.0
1969.3,1387.0
