LC_Input,FSR
5156.27,2170.0
5212.17,2174.0
5184.21,2173.0
5184.21,2172.0
5184.21,2170.0
5212.17,2171.0
5212.17,2170.0
5212.17,2170.0
5184.21,2171.0
5240.14,2172.0
5212.17,2172.0
5184.21,2175.0
5184.21,2170.0
5184.21,2173.0
5212.17,2165.0
5212.17,2172.0
5156.27,2169.0
5156.27,2167.0
5184.21,2171.0
5184.21,2173.0
5212.17,2170.0
5184.21,2171.0
5184.21,2171.0
5240.14,2171.0
5212.17,2170.0
5184.21,2175.0
5212.17,2170.0
5184.21,2170.0
5184.21,2170.0
5184.21,2172.0
5212.17,2172.0
5212.17,2168.0
5184.21,2170.0
5184.21,2172.0
5212.17,2168.0
5184.21,2172.0
5212.17,2172.0
5212.17,2175.0
5240.14,2171.0
5184.21,2171.0
5268.13,2170.0
5240.14,2169.0
5184.21,2172.0
5184.21,2170.0
5184.21,2177.0
5156.27,2175.0
5184.21,2172.0
5184.21,2170.0
5212.17,2172.0
5156.27,2172.0
5156.27,2165.0
5184.21,2171.0
5156.27,2170.0
5184.21,2171.0
5184.21,2166.0
5212.17,2173.0
5212.17,2173.0
5212.17,2172.0
5184.21,2170.0
5184.21,2170.0
5184.21,2175.0
5184.21,2172.0
5184.21,2170.0
5184.21,2172.0
5156.27,2170.0
5240.14,2170.0
5184.21,2174.0
5184.21,2173.0
5212.17,2174.0
5184.21,2175.0
5212.17,2171.0
5184.21,2170.0
5212.17,2175.0
5184.21,2168.0
5184.21,2170.0
5184.21,2175.0
5184.21,2170.0
5184.21,2170.0
5212.17,2170.0
5212.17,2169.0
5184.21,2171.0
5184.21,2174.0
5184.21,2178.0
5156.27,2171.0
5156.27,2174.0
5156.27,2170.0
5128.33,2171.0
5100.41,2172.0
5156.27,2170.0
5128.33,2172.0
5100.41,2170.0
5100.41,2170.0
5072.5,2173.0
5072.5,2175.0
5100.41,2172.0
5072.5,2172.0
5100.41,2171.0
5100.41,2174.0
5072.5,2171.0
5072.5,2170.0
5240.14,2172.0
5212.17,2174.0
5184.21,2173.0
5100.41,2169.0
5072.5,2173.0
5016.71,2173.0
5100.41,2170.0
5100.41,2172.0
5072.5,2168.0
5044.6,2173.0
5044.6,2172.0
5072.5,2171.0
5072.5,2172.0
5128.33,2170.0
5072.5,2171.0
5044.6,2172.0
5072.5,2170.0
5044.6,2171.0
5044.6,2171.0
5072.5,2171.0
5044.6,2173.0
5044.6,2171.0
5072.5,2171.0
5016.71,2170.0
5044.6,2171.0
5044.6,2175.0
5044.6,2173.0
5072.5,2170.0
5044.6,2172.0
5100.41,2172.0
5044.6,2171.0
5072.5,2170.0
5044.6,2173.0
5044.6,2172.0
5044.6,2171.0
5072.5,2171.0
5044.6,2168.0
5044.6,2175.0
5044.6,2172.0
5072.5,2172.0
5016.71,2175.0
5044.6,2174.0
5016.71,2170.0
5072.5,2173.0
5072.5,2173.0
5128.33,2170.0
5044.6,2176.0
5100.41,2175.0
5072.5,2170.0
5044.6,2170.0
5072.5,2172.0
5044.6,2170.0
5044.6,2168.0
5044.6,2170.0
5072.5,2172.0
5044.6,2172.0
5044.6,2170.0
5044.6,2170.0
5072.5,2174.0
5044.6,2172.0
5044.6,2170.0
5044.6,2172.0
5044.6,2175.0
4988.84,2172.0
4988.84,2175.0
5016.71,2172.0
5044.6,2175.0
5044.6,2175.0
5016.71,2173.0
4988.84,2172.0
5016.71,2175.0
5044.6,2173.0
5044.6,2175.0
4988.84,2171.0
4988.84,2178.0
4988.84,2174.0
4988.84,2175.0
4988.84,2171.0
5044.6,2171.0
5016.71,2171.0
5016.71,2175.0
5044.6,2175.0
5016.71,2174.0
4988.84,2174.0
5016.71,2173.0
4988.84,2171.0
4988.84,2172.0
4988.84,2175.0
5016.71,2173.0
4988.84,2175.0
4988.84,2177.0
4988.84,2174.0
4988.84,2175.0
5072.5,2175.0
5016.71,2175.0
5016.71,2174.0
5100.41,2173.0
5016.71,2175.0
5072.5,2171.0
5016.71,2172.0
4960.97,2176.0
5016.71,2172.0
5240.14,2175.0
5324.13,2172.0
5408.22,2175.0
5492.42,2179.0
5436.28,2175.0
5520.51,2173.0
5408.22,2171.0
5408.22,2173.0
5436.28,2173.0
5464.34,2176.0
5408.22,2175.0
5380.18,2171.0
5380.18,2172.0
5380.18,2175.0
5380.18,2172.0
5380.18,2173.0
5380.18,2171.0
5380.18,2173.0
5436.28,2174.0
5408.22,2178.0
5380.18,2173.0
5380.18,2175.0
5380.18,2173.0
5380.18,2174.0
5464.34,2175.0
5380.18,2175.0
5436.28,2175.0
5408.22,2175.0
5408.22,2176.0
5380.18,2179.0
5380.18,2175.0
5352.15,2173.0
5352.15,2172.0
5352.15,2176.0
5380.18,2173.0
5352.15,2175.0
5352.15,2175.0
5436.28,2172.0
5380.18,2170.0
5604.86,2173.0
5352.15,2174.0
5380.18,2171.0
5352.15,2170.0
5352.15,2170.0
5352.15,2171.0
5352.15,2170.0
5352.15,2172.0
5380.18,2175.0
5380.18,2174.0
5352.15,2175.0
5380.18,2178.0
5380.18,2174.0
5380.18,2174.0
5352.15,2173.0
5380.18,2175.0
5352.15,2171.0
5408.22,2175.0
5352.15,2174.0
5436.28,2177.0
5352.15,2179.0
5408.22,2173.0
5352.15,2170.0
5352.15,2171.0
5380.18,2174.0
5380.18,2173.0
5352.15,2175.0
5408.22,2173.0
5352.15,2175.0
5380.18,2175.0
5352.15,2175.0
5352.15,2177.0
5352.15,2175.0
5408.22,2176.0
5352.15,2173.0
5436.28,2177.0
5352.15,2174.0
5408.22,2175.0
5380.18,2172.0
5380.18,2172.0
5380.18,2175.0
5380.18,2175.0
5352.15,2175.0
5352.15,2171.0
5352.15,2171.0
5352.15,2175.0
5352.15,2171.0
5352.15,2176.0
5352.15,2170.0
5352.15,2173.0
5380.18,2176.0
5352.15,2171.0
5408.22,2174.0
5380.18,2171.0
5380.18,2171.0
5352.15,2171.0
5352.15,2175.0
5380.18,2171.0
5408.22,2173.0
5352.15,2171.0
5352.15,2175.0
5352.15,2171.0
5324.13,2175.0
5352.15,2173.0
5408.22,2175.0
5380.18,2174.0
5352.15,2171.0
5352.15,2177.0
5352.15,2171.0
5352.15,2173.0
5352.15,2175.0
5352.15,2180.0
5324.13,2175.0
5352.15,2175.0
5324.13,2173.0
5352.15,2174.0
5324.13,2179.0
5380.18,2176.0
5352.15,2173.0
5352.15,2175.0
5352.15,2173.0
5352.15,2174.0
5408.22,2172.0
5352.15,2177.0
5324.13,2173.0
5380.18,2174.0
5380.18,2176.0
5352.15,2173.0
5380.18,2175.0
5324.13,2175.0
5324.13,2176.0
5324.13,2173.0
5324.13,2174.0
5380.18,2175.0
5352.15,2172.0
5352.15,2174.0
5352.15,2175.0
5324.13,2175.0
5408.22,2173.0
5352.15,2173.0
5352.15,2174.0
5520.51,2176.0
5324.13,2176.0
5352.15,2175.0
5324.13,2172.0
5408.22,2171.0
5352.15,2174.0
5352.15,2171.0
5324.13,2170.0
5324.13,2175.0
5408.22,2171.0
5324.13,2171.0
5352.15,2175.0
5352.15,2175.0
5324.13,2175.0
5324.13,2177.0
5352.15,2173.0
5352.15,2174.0
5324.13,2175.0
5324.13,2174.0
5324.13,2171.0
5352.15,2176.0
5408.22,2174.0
5352.15,2175.0
5324.13,2171.0
5324.13,2173.0
5324.13,2176.0
5324.13,2172.0
5324.13,2172.0
5324.13,2172.0
5324.13,2171.0
5324.13,2172.0
5324.13,2175.0
5324.13,2175.0
5324.13,2172.0
5324.13,2173.0
5380.18,2174.0
5324.13,2175.0
5324.13,2173.0
5296.12,2173.0
5380.18,2174.0
5324.13,2170.0
5324.13,2170.0
5324.13,2175.0
5324.13,2177.0
5324.13,2179.0
5352.15,2172.0
5352.15,2170.0
5324.13,2171.0
5324.13,2173.0
5352.15,2173.0
5380.18,2173.0
5352.15,2174.0
5324.13,2172.0
5324.13,2171.0
5324.13,2171.0
5324.13,2175.0
5324.13,2174.0
5324.13,2178.0
5296.12,2175.0
